recipe_version_id,recipe_id,recipe_title,used_occurrences,egg_equivalent_units,dairy_occurrence,dairy_codes,primary_protein,primary_protein_g,primary_protein_share,legume_quantity_g,legume_protein_g,legume_share_of_recognized_protein,plant_protein_main,primary_carb,pasta_rice_primary,ingredient_codes
base:recipe-version:pasta-integrale-con-pollo-e-carote:e16c7d0561e5db8f,base:recipe:pasta-integrale-con-pollo-e-carote,Pasta integrale con pollo e carote,0,0.0,yes,"[""grana""]",poultry,23.0,0.9331,0.0,0.0,0.0,no,pasta,yes,"[""carota"", ""grana"", ""olio"", ""pasta_integrale"", ""pollo""]"
base:recipe-version:pasta-integrale-con-tonno-e-carote:52ddcc5f5c887c89,base:recipe:pasta-integrale-con-tonno-e-carote,Pasta integrale con tonno e carote,0,0.0,yes,"[""grana""]",fish,20.8,0.9265,0.0,0.0,0.0,no,pasta,yes,"[""carota"", ""grana"", ""olio"", ""pasta_integrale"", ""tonno_naturale""]"
base:recipe-version:pasto-flessibile-bowl-greca-con-pollo-riso-e-feta:bdea361bfb3a15f2,base:recipe:pasto-flessibile-bowl-greca-con-pollo-riso-e-feta,"Pasto flessibile: Bowl greca con pollo, riso e feta",0,0.0,no,[],,0.0,0.0,0.0,0.0,0.0,no,,no,[]
base:recipe-version:pasto-flessibile-burger-di-tacchino-patate-al-forno-e-insalata:18cdef82a0564a94,base:recipe:pasto-flessibile-burger-di-tacchino-patate-al-forno-e-insalata,"Pasto flessibile: Burger di tacchino, patate al forno e insalata",0,0.0,no,[],,0.0,0.0,0.0,0.0,0.0,no,,no,[]
base:recipe-version:pasto-flessibile-couscous-con-pollo-e-verdure-spezie-minime:188c63d472842e3e,base:recipe:pasto-flessibile-couscous-con-pollo-e-verdure-spezie-minime,"Pasto flessibile: Couscous con pollo e verdure, spezie minime",0,0.0,no,[],,0.0,0.0,0.0,0.0,0.0,no,,no,[]
base:recipe-version:pasto-flessibile-croque-monsieur-leggero-e-contorno:4c95f50455838863,base:recipe:pasto-flessibile-croque-monsieur-leggero-e-contorno,Pasto flessibile: Croque monsieur leggero e contorno,0,0.0,no,[],,0.0,0.0,0.0,0.0,0.0,no,,no,[]
base:recipe-version:pasto-flessibile-curry-delicato-di-pollo-con-riso-basmati:735fe1b8a1d300ef,base:recipe:pasto-flessibile-curry-delicato-di-pollo-con-riso-basmati,Pasto flessibile: Curry delicato di pollo con riso basmati,0,0.0,no,[],,0.0,0.0,0.0,0.0,0.0,no,,no,[]
base:recipe-version:pasto-flessibile-gnocchi-al-pomodoro-mozzarella-e-contorno:8f265cd07e754eb3,base:recipe:pasto-flessibile-gnocchi-al-pomodoro-mozzarella-e-contorno,"Pasto flessibile: Gnocchi al pomodoro, mozzarella e contorno",0,0.0,no,[],,0.0,0.0,0.0,0.0,0.0,no,,no,[]
base:recipe-version:pasto-flessibile-lasagna-al-ragu-e-verdure-cotte:16dbe32007b44acf,base:recipe:pasto-flessibile-lasagna-al-ragu-e-verdure-cotte,Pasto flessibile: Lasagna al ragù e verdure cotte,0,0.0,no,[],,0.0,0.0,0.0,0.0,0.0,no,,no,[]
base:recipe-version:pasto-flessibile-piadina-con-cotto-mozzarella-e-verdure:d0cdaaabc3931448,base:recipe:pasto-flessibile-piadina-con-cotto-mozzarella-e-verdure,"Pasto flessibile: Piadina con cotto, mozzarella e verdure",0,0.0,no,[],,0.0,0.0,0.0,0.0,0.0,no,,no,[]
base:recipe-version:pasto-flessibile-pizza-margherita-e-contorno-cotto:b7657ff281710f35,base:recipe:pasto-flessibile-pizza-margherita-e-contorno-cotto,Pasto flessibile: Pizza margherita e contorno cotto,0,0.0,no,[],,0.0,0.0,0.0,0.0,0.0,no,,no,[]
base:recipe-version:pasto-flessibile-poke-con-salmone-riso-e-verdure:90ba04e9f9d35bf8,base:recipe:pasto-flessibile-poke-con-salmone-riso-e-verdure,"Pasto flessibile: Poke con salmone, riso e verdure",0,0.0,no,[],,0.0,0.0,0.0,0.0,0.0,no,,no,[]
base:recipe-version:pasto-flessibile-polpette-svedesi-con-purea-di-patate:9fc3aae3233c6a8a,base:recipe:pasto-flessibile-polpette-svedesi-con-purea-di-patate,Pasto flessibile: Polpette svedesi con purea di patate,0,0.0,no,[],,0.0,0.0,0.0,0.0,0.0,no,,no,[]
base:recipe-version:pasto-flessibile-ramen-delicato-con-pollo-senza-piccante:593be4b533467034,base:recipe:pasto-flessibile-ramen-delicato-con-pollo-senza-piccante,"Pasto flessibile: Ramen delicato con pollo, senza piccante",0,0.0,no,[],,0.0,0.0,0.0,0.0,0.0,no,,no,[]
base:recipe-version:pasto-flessibile-ravioli-ricotta-e-spinaci-contorno-e-piccolo-dolce:1de614cd4828c63a,base:recipe:pasto-flessibile-ravioli-ricotta-e-spinaci-contorno-e-piccolo-dolce,"Pasto flessibile: Ravioli ricotta e spinaci, contorno e piccolo dolce",0,0.0,no,[],,0.0,0.0,0.0,0.0,0.0,no,,no,[]
base:recipe-version:pasto-flessibile-riso-cantonese-delicato-con-pollo-e-uovo:c4af8b3db18baf92,base:recipe:pasto-flessibile-riso-cantonese-delicato-con-pollo-e-uovo,Pasto flessibile: Riso cantonese delicato con pollo e uovo,0,0.0,no,[],,0.0,0.0,0.0,0.0,0.0,no,,no,[]
base:recipe-version:pasto-flessibile-risotto-ai-funghi-e-piccolo-secondo-di-pollo:14d424b24aa02cd4,base:recipe:pasto-flessibile-risotto-ai-funghi-e-piccolo-secondo-di-pollo,Pasto flessibile: Risotto ai funghi e piccolo secondo di pollo,0,0.0,no,[],,0.0,0.0,0.0,0.0,0.0,no,,no,[]
base:recipe-version:pasto-flessibile-sushi-delicato-misto-senza-salse-piccanti:7d4335563ee1c68c,base:recipe:pasto-flessibile-sushi-delicato-misto-senza-salse-piccanti,Pasto flessibile: Sushi delicato misto senza salse piccanti,0,0.0,no,[],,0.0,0.0,0.0,0.0,0.0,no,,no,[]
base:recipe-version:pasto-flessibile-tagliatelle-al-ragu-e-piccolo-dessert:8d3aaca1bb17d7a9,base:recipe:pasto-flessibile-tagliatelle-al-ragu-e-piccolo-dessert,Pasto flessibile: Tagliatelle al ragù e piccolo dessert,0,0.0,no,[],,0.0,0.0,0.0,0.0,0.0,no,,no,[]
base:recipe-version:pasto-flessibile-tortilla-spagnola-e-pane:7a09622330c0f25c,base:recipe:pasto-flessibile-tortilla-spagnola-e-pane,Pasto flessibile: Tortilla spagnola e pane,0,0.0,no,[],,0.0,0.0,0.0,0.0,0.0,no,,no,[]
base:recipe-version:patate-con-crema-di-borlotti-e-finocchi:896f7b97439bd61f,base:recipe:patate-con-crema-di-borlotti-e-finocchi,Patate con crema di borlotti e finocchi,0,0.0,yes,"[""grana""]",legumes,7.2,0.7317,80.0,7.2,0.7317,yes,potato,no,"[""borlotti"", ""finocchio"", ""grana"", ""olio"", ""patata""]"
base:recipe-version:patate-con-crema-di-borlotti-e-melanzane:5b22336a355001da,base:recipe:patate-con-crema-di-borlotti-e-melanzane,Patate con crema di borlotti e melanzane,0,3.2,yes,"[""grana""]",eggs,17.44,0.6393,80.0,7.2,0.2639,no,potato,no,"[""albume"", ""borlotti"", ""grana"", ""melanzana"", ""olio"", ""patata""]"
base:recipe-version:patate-con-crema-di-piselli-e-fagiolini:bd3f2ccd5bfa8ba0,base:recipe:patate-con-crema-di-piselli-e-fagiolini,Patate con crema di piselli e fagiolini,0,3.2,yes,"[""grana""]",eggs,17.44,0.7479,60.0,3.24,0.1389,no,potato,no,"[""albume"", ""fagiolini"", ""grana"", ""olio"", ""pane_bianco"", ""patata"", ""piselli""]"
base:recipe-version:patate-con-crema-di-piselli-e-spinaci:59036389bb2efb60,base:recipe:patate-con-crema-di-piselli-e-spinaci,Patate con crema di piselli e spinaci,0,3.2,yes,"[""grana""]",eggs,17.44,0.7309,70.0,3.78,0.1584,no,potato,no,"[""albume"", ""grana"", ""olio"", ""pane_bianco"", ""patata"", ""piselli"", ""spinaci""]"
base:recipe-version:piadina-con-bresaola-mozzarella-e-carote:110896ce57a353b4,base:recipe:piadina-con-bresaola-mozzarella-e-carote,"Piadina con bresaola, mozzarella e carote",0,0.0,yes,"[""mozzarella""]",cold_cuts,20.8,0.6582,0.0,0.0,0.0,no,bread,no,"[""bresaola"", ""carota"", ""mozzarella"", ""piadina""]"
base:recipe-version:piadina-con-bresaola-robiola-e-zucca:678dc2678f33097c,base:recipe:piadina-con-bresaola-robiola-e-zucca,"Piadina con bresaola, robiola e zucca",1,0.0,yes,"[""robiola""]",cold_cuts,20.8,0.8685,0.0,0.0,0.0,no,bread,no,"[""bresaola"", ""piadina"", ""robiola"", ""zucca""]"
base:recipe-version:piadina-con-prosciutto-cotto-robiola-e-carciofi:bbf01ab372f91ff1,base:recipe:piadina-con-prosciutto-cotto-robiola-e-carciofi,"Piadina con prosciutto cotto, robiola e carciofi",1,0.0,yes,"[""robiola""]",cold_cuts,15.0,0.8264,0.0,0.0,0.0,no,bread,no,"[""carciofo"", ""pane_bianco"", ""piadina"", ""prosciutto_cotto"", ""robiola""]"
base:recipe-version:piadina-con-tacchino-a-fette-mozzarella-e-pomodori:263bce48b9c42ae7,base:recipe:piadina-con-tacchino-a-fette-mozzarella-e-pomodori,"Piadina con tacchino a fette, mozzarella e pomodori",0,0.0,yes,"[""mozzarella""]",cold_cuts,16.0,0.597,0.0,0.0,0.0,no,bread,no,"[""mozzarella"", ""piadina"", ""pomodoro"", ""tacchino_affettato""]"
base:recipe-version:piadina-con-tacchino-a-fette-primosale-e-carote:7d154b18cc99f2c9,base:recipe:piadina-con-tacchino-a-fette-primosale-e-carote,"Piadina con tacchino a fette, primosale e carote",1,0.0,yes,"[""primosale""]",cold_cuts,16.0,0.6178,0.0,0.0,0.0,no,bread,no,"[""carota"", ""piadina"", ""primosale"", ""tacchino_affettato""]"
base:recipe-version:piadina-mini-con-ricotta:09c4f393f702c181,base:recipe:piadina-mini-con-ricotta,Piadina mini con ricotta,5,0.0,yes,"[""ricotta""]",,3.08,1.0,0.0,0.0,0.0,no,bread,no,"[""piadina"", ""ricotta""]"
base:recipe-version:piadina-mini-con-ricotta:14c972e7099a49db,base:recipe:piadina-mini-con-ricotta,Piadina mini con ricotta,0,0.0,yes,"[""ricotta""]",,3.08,1.0,0.0,0.0,0.0,no,bread,no,"[""banana"", ""piadina"", ""ricotta""]"
base:recipe-version:piatto-caldo-con-feta-patate-e-broccoli:dffc19efa2622b11,base:recipe:piatto-caldo-con-feta-patate-e-broccoli,"Piatto caldo con feta, patate e broccoli",0,3.2,yes,"[""feta""]",eggs,17.44,0.6571,0.0,0.0,0.0,no,potato,no,"[""albume"", ""broccoli"", ""feta"", ""olio"", ""patata""]"
base:recipe-version:piatto-caldo-con-feta-polenta-e-spinaci:3c5c5487d0aa86fd,base:recipe:piatto-caldo-con-feta-polenta-e-spinaci,"Piatto caldo con feta, polenta e spinaci",0,0.0,yes,"[""feta""]",cheese,9.1,1.0,0.0,0.0,0.0,no,other_grains,no,"[""feta"", ""olio"", ""polenta"", ""spinaci""]"
base:recipe-version:piatto-caldo-con-mozzarella-pane-bianco-e-bietole:d0806959e6f7e830,base:recipe:piatto-caldo-con-mozzarella-pane-bianco-e-bietole,"Piatto caldo con mozzarella, pane bianco e bietole",0,0.0,yes,"[""mozzarella""]",cheese,16.2,1.0,0.0,0.0,0.0,no,bread,no,"[""bietola"", ""mozzarella"", ""olio"", ""pane_integrale""]"
base:recipe-version:piatto-caldo-con-mozzarella-patate-e-bietole:5101ef1a81ce8bd4,base:recipe:piatto-caldo-con-mozzarella-patate-e-bietole,"Piatto caldo con mozzarella, patate e bietole",0,0.0,yes,"[""mozzarella""]",cheese,16.2,1.0,0.0,0.0,0.0,no,potato,no,"[""bietola"", ""mozzarella"", ""olio"", ""patata""]"
base:recipe-version:piatto-caldo-con-primosale-pane-bianco-e-finocchi:9c0dcc5da2baa524,base:recipe:piatto-caldo-con-primosale-pane-bianco-e-finocchi,"Piatto caldo con primosale, pane bianco e finocchi",1,0.0,yes,"[""primosale""]",cheese,15.3,1.0,0.0,0.0,0.0,no,bread,no,"[""finocchio"", ""olio"", ""pane_bianco"", ""primosale""]"
base:recipe-version:piatto-caldo-con-primosale-riso-e-radicchio:9277611001a02ab9,base:recipe:piatto-caldo-con-primosale-riso-e-radicchio,"Piatto caldo con primosale, riso e radicchio",0,0.0,yes,"[""primosale""]",cheese,15.3,1.0,0.0,0.0,0.0,no,rice,yes,"[""olio"", ""primosale"", ""radicchio"", ""riso_basmati""]"
base:recipe-version:piatto-caldo-con-ricotta-pane-bianco-e-finocchi:08857bec84d89f72,base:recipe:piatto-caldo-con-ricotta-pane-bianco-e-finocchi,"Piatto caldo con ricotta, pane bianco e finocchi",0,2.0,yes,"[""ricotta""]",eggs,10.9,0.5533,0.0,0.0,0.0,no,bread,no,"[""albume"", ""finocchio"", ""olio"", ""pane_bianco"", ""ricotta""]"
base:recipe-version:piatto-caldo-con-ricotta-pane-bianco-e-lattuga:3902a17753d83a21,base:recipe:piatto-caldo-con-ricotta-pane-bianco-e-lattuga,"Piatto caldo con ricotta, pane bianco e lattuga",0,2.0,yes,"[""ricotta""]",eggs,10.9,0.5533,0.0,0.0,0.0,no,bread,no,"[""albume"", ""lattuga"", ""olio"", ""pane_integrale"", ""ricotta""]"
base:recipe-version:piatto-caldo-con-ricotta-patate-e-cavolfiore:052a0530d763a51b,base:recipe:piatto-caldo-con-ricotta-patate-e-cavolfiore,"Piatto caldo con ricotta, patate e cavolfiore",0,3.6,yes,"[""ricotta""]",eggs,19.62,0.6904,0.0,0.0,0.0,no,potato,no,"[""albume"", ""cavolfiore"", ""olio"", ""patata"", ""ricotta""]"
base:recipe-version:piatto-caldo-con-robiola-polenta-e-bietole:188ba8ebd2c9e2b8,base:recipe:piatto-caldo-con-robiola-polenta-e-bietole,"Piatto caldo con robiola, polenta e bietole",0,3.6,yes,"[""robiola""]",eggs,19.62,0.7985,0.0,0.0,0.0,no,other_grains,no,"[""albume"", ""bietola"", ""olio"", ""polenta"", ""robiola""]"
base:recipe-version:piatto-caldo-con-robiola-polenta-e-bietole:947164d211cd239d,base:recipe:piatto-caldo-con-robiola-polenta-e-bietole,"Piatto caldo con robiola, polenta e bietole",0,3.6,yes,"[""robiola""]",eggs,19.62,0.7985,0.0,0.0,0.0,no,other_grains,no,"[""albume"", ""bietola"", ""olio"", ""polenta"", ""robiola""]"
base:recipe-version:piatto-caldo-con-robiola-riso-e-radicchio:7bd3a6c9415fe405,base:recipe:piatto-caldo-con-robiola-riso-e-radicchio,"Piatto caldo con robiola, riso e radicchio",0,5.2,yes,"[""robiola""]",eggs,28.34,0.8513,0.0,0.0,0.0,no,rice,yes,"[""albume"", ""olio"", ""radicchio"", ""riso_basmati"", ""robiola""]"
base:recipe-version:piccola-porzione-di-lupini-e-frutta:1441081cb6be12f5,base:recipe:piccola-porzione-di-lupini-e-frutta,Piccola porzione di lupini e frutta,1,0.0,no,[],legumes,7.8,1.0,50.0,7.8,1.0,no,,no,"[""banana"", ""lupini""]"
base:recipe-version:piccola-porzione-di-lupini-e-frutta:18e647a88a8a62ae,base:recipe:piccola-porzione-di-lupini-e-frutta,Piccola porzione di lupini e frutta,0,0.0,no,[],legumes,7.8,1.0,50.0,7.8,1.0,no,,no,"[""lupini"", ""mela""]"
base:recipe-version:piccola-porzione-di-lupini-e-frutta:1b299d173f5668ce,base:recipe:piccola-porzione-di-lupini-e-frutta,Piccola porzione di lupini e frutta,3,0.0,no,[],legumes,7.8,1.0,50.0,7.8,1.0,no,,no,"[""kiwi"", ""lupini""]"
base:recipe-version:piccola-porzione-di-lupini-e-frutta:27a1df3729d2c523,base:recipe:piccola-porzione-di-lupini-e-frutta,Piccola porzione di lupini e frutta,10,0.0,no,[],legumes,7.8,1.0,50.0,7.8,1.0,no,,no,"[""lupini"", ""melagrana""]"
base:recipe-version:piccola-porzione-di-lupini-e-frutta:6a911f595824db87,base:recipe:piccola-porzione-di-lupini-e-frutta,Piccola porzione di lupini e frutta,3,0.0,no,[],legumes,7.8,1.0,50.0,7.8,1.0,no,,no,"[""arancia"", ""lupini""]"
base:recipe-version:piccola-porzione-di-lupini-e-frutta:c20727b103b43b47,base:recipe:piccola-porzione-di-lupini-e-frutta,Piccola porzione di lupini e frutta,1,0.0,no,[],legumes,7.8,1.0,50.0,7.8,1.0,no,,no,"[""lupini"", ""mandarino""]"
base:recipe-version:poke-tiepido-con-salmone-e-bietole:c50d8dc2771754a4,base:recipe:poke-tiepido-con-salmone-e-bietole,Poke tiepido con salmone e bietole,0,0.0,no,[],fish,20.0,0.9737,0.0,0.0,0.0,no,rice,yes,"[""bietola"", ""cetriolo"", ""riso_basmati"", ""salmone"", ""salsa_soia"", ""sesamo""]"
base:recipe-version:poke-tiepido-con-salmone-e-carote:152c9430cb653a85,base:recipe:poke-tiepido-con-salmone-e-carote,Poke tiepido con salmone e carote,0,0.0,no,[],fish,20.0,0.9737,0.0,0.0,0.0,no,rice,yes,"[""carota"", ""cetriolo"", ""riso_basmati"", ""salmone"", ""salsa_soia"", ""sesamo""]"
base:recipe-version:poke-tiepido-con-salmone-e-carote:17ef670289008a36,base:recipe:poke-tiepido-con-salmone-e-carote,Poke tiepido con salmone e carote,0,1.6,no,[],fish,20.0,0.6835,0.0,0.0,0.0,no,rice,yes,"[""albume"", ""carota"", ""cetriolo"", ""pane_bianco"", ""riso_basmati"", ""salmone"", ""salsa_soia"", ""sesamo""]"
base:recipe-version:poke-tiepido-con-salmone-e-carote:38ccf71c2323630b,base:recipe:poke-tiepido-con-salmone-e-carote,Poke tiepido con salmone e carote,1,0.0,no,[],fish,20.0,0.9737,0.0,0.0,0.0,no,rice,yes,"[""carota"", ""cetriolo"", ""riso_basmati"", ""salmone"", ""salsa_soia"", ""sesamo""]"
base:recipe-version:poke-tiepido-con-salmone-e-zucca:aee8bd1aa6f671e1,base:recipe:poke-tiepido-con-salmone-e-zucca,Poke tiepido con salmone e zucca,0,0.0,no,[],fish,20.0,0.9737,0.0,0.0,0.0,no,rice,yes,"[""cetriolo"", ""riso_basmati"", ""salmone"", ""salsa_soia"", ""sesamo"", ""zucca""]"
base:recipe-version:pollo-con-patate-e-carciofi:6d2eaaa952c1d950,base:recipe:pollo-con-patate-e-carciofi,Pollo con patate e carciofi,3,0.0,no,[],poultry,29.9,1.0,0.0,0.0,0.0,no,potato,no,"[""carciofo"", ""olio"", ""patata"", ""pollo""]"
base:recipe-version:pollo-con-patate-e-funghi:7cb1d5839f736ddb,base:recipe:pollo-con-patate-e-funghi,Pollo con patate e funghi,2,0.0,no,[],poultry,29.9,1.0,0.0,0.0,0.0,no,potato,no,"[""funghi"", ""olio"", ""patata"", ""pollo""]"
base:recipe-version:pollo-con-patate-e-spinaci:09c2c9eb05de90c3,base:recipe:pollo-con-patate-e-spinaci,Pollo con patate e spinaci,0,0.0,no,[],poultry,29.9,1.0,0.0,0.0,0.0,no,potato,no,"[""olio"", ""patata"", ""pollo"", ""spinaci""]"
base:recipe-version:pollo-con-patate-e-spinaci:60e1b4880c2b8295,base:recipe:pollo-con-patate-e-spinaci,Pollo con patate e spinaci,7,0.0,no,[],poultry,29.9,1.0,0.0,0.0,0.0,no,bread,no,"[""olio"", ""pane_bianco"", ""patata"", ""pollo"", ""spinaci""]"
base:recipe-version:pollo-con-polenta-e-zucca:95b4da9b795cd857,base:recipe:pollo-con-polenta-e-zucca,Pollo con polenta e zucca,2,0.0,no,[],poultry,29.9,1.0,0.0,0.0,0.0,no,other_grains,no,"[""olio"", ""polenta"", ""pollo"", ""zucca""]"
base:recipe-version:pollo-con-riso-basmati-e-finocchi:13c773b5cea60d65,base:recipe:pollo-con-riso-basmati-e-finocchi,Pollo con riso basmati e finocchi,2,0.0,no,[],poultry,29.9,1.0,0.0,0.0,0.0,no,rice,yes,"[""finocchio"", ""olio"", ""pollo"", ""riso_basmati""]"
base:recipe-version:polpette-svedesi-leggere-con-finocchi:d07cce2ce10dceb3,base:recipe:polpette-svedesi-leggere-con-finocchi,Polpette svedesi leggere con finocchi,0,0.6,no,[],poultry,31.2,0.8529,0.0,0.0,0.0,no,potato,no,"[""finocchio"", ""olio"", ""pane_bianco"", ""pangrattato"", ""patata"", ""tacchino"", ""uovo"", ""yogurt_bianco""]"
base:recipe-version:polpette-svedesi-leggere-con-finocchi:ddcab9fe75d5ba64,base:recipe:polpette-svedesi-leggere-con-finocchi,Polpette svedesi leggere con finocchi,0,0.6,no,[],poultry,31.2,0.8529,0.0,0.0,0.0,no,potato,no,"[""finocchio"", ""olio"", ""pangrattato"", ""patata"", ""tacchino"", ""uovo"", ""yogurt_bianco""]"
base:recipe-version:polpette-svedesi-leggere-con-finocchi:ffe2f2ba2ba41e72,base:recipe:polpette-svedesi-leggere-con-finocchi,Polpette svedesi leggere con finocchi,0,0.6,no,[],poultry,31.2,0.8529,0.0,0.0,0.0,no,bread,no,"[""finocchio"", ""olio"", ""pane_bianco"", ""pangrattato"", ""patata"", ""tacchino"", ""uovo"", ""yogurt_bianco""]"
base:recipe-version:polpette-svedesi-leggere-con-zucca:09ff0cbe36d88784,base:recipe:polpette-svedesi-leggere-con-zucca,Polpette svedesi leggere con zucca,1,0.6,no,[],poultry,31.2,0.8529,0.0,0.0,0.0,no,potato,no,"[""olio"", ""pangrattato"", ""patata"", ""tacchino"", ""uovo"", ""yogurt_bianco"", ""zucca""]"
base:recipe-version:polpette-svedesi-leggere-con-zucca:53e18a5007aa66f1,base:recipe:polpette-svedesi-leggere-con-zucca,Polpette svedesi leggere con zucca,0,0.6,no,[],poultry,31.2,0.8529,0.0,0.0,0.0,no,bread,no,"[""olio"", ""pane_bianco"", ""pangrattato"", ""patata"", ""tacchino"", ""uovo"", ""yogurt_bianco"", ""zucca""]"
base:recipe-version:polpette-svedesi-leggere-con-zucca:dbbd488c534fc81a,base:recipe:polpette-svedesi-leggere-con-zucca,Polpette svedesi leggere con zucca,0,0.6,no,[],poultry,31.2,0.8529,0.0,0.0,0.0,no,potato,no,"[""olio"", ""pangrattato"", ""patata"", ""tacchino"", ""uovo"", ""yogurt_bianco"", ""zucca""]"
base:recipe-version:porridge-piccolo-con-frutta-cotta:1538450e6584f491,base:recipe:porridge-piccolo-con-frutta-cotta,Porridge piccolo con frutta cotta,1,0.0,no,[],milk_yogurt,6.6,0.8967,0.0,0.0,0.0,no,other_grains,no,"[""avena"", ""banana"", ""latte_ps"", ""noci""]"
base:recipe-version:porridge-piccolo-con-frutta-cotta:46147f8fc54780e5,base:recipe:porridge-piccolo-con-frutta-cotta,Porridge piccolo con frutta cotta,2,0.0,no,[],milk_yogurt,6.6,0.8967,0.0,0.0,0.0,no,other_grains,no,"[""arancia"", ""avena"", ""latte_ps"", ""noci""]"
base:recipe-version:porridge-piccolo-con-frutta-cotta:4eb65512fcd2116f,base:recipe:porridge-piccolo-con-frutta-cotta,Porridge piccolo con frutta cotta,1,0.0,no,[],milk_yogurt,6.6,0.8967,0.0,0.0,0.0,no,other_grains,no,"[""avena"", ""latte_ps"", ""mandarino"", ""noci""]"
base:recipe-version:porridge-piccolo-con-frutta-cotta:d4000c044e0ed85c,base:recipe:porridge-piccolo-con-frutta-cotta,Porridge piccolo con frutta cotta,2,0.0,no,[],milk_yogurt,6.6,0.8967,0.0,0.0,0.0,no,other_grains,no,"[""avena"", ""latte_ps"", ""noci"", ""pera""]"
base:recipe-version:porridge-piccolo-con-frutta-cotta:f276206b0d53a6b1,base:recipe:porridge-piccolo-con-frutta-cotta,Porridge piccolo con frutta cotta,0,0.0,no,[],milk_yogurt,6.6,0.8967,0.0,0.0,0.0,no,other_grains,no,"[""avena"", ""latte_ps"", ""noci"", ""pompelmo""]"
base:recipe-version:pranzo-leggero-con-merluzzo-pane-e-finocchi:560ae55501b9ed95,base:recipe:pranzo-leggero-con-merluzzo-pane-e-finocchi,"Pranzo leggero con merluzzo, pane e finocchi",1,0.0,no,[],fish,28.8,1.0,0.0,0.0,0.0,no,bread,no,"[""finocchio"", ""merluzzo"", ""olio"", ""pane_bianco"", ""pane_integrale""]"
base:recipe-version:pranzo-leggero-con-merluzzo-pane-e-spinaci:70170d62e5c2f053,base:recipe:pranzo-leggero-con-merluzzo-pane-e-spinaci,"Pranzo leggero con merluzzo, pane e spinaci",1,0.0,no,[],fish,28.8,1.0,0.0,0.0,0.0,no,bread,no,"[""merluzzo"", ""olio"", ""pane_bianco"", ""pane_integrale"", ""spinaci""]"
base:recipe-version:pranzo-leggero-con-merluzzo-pane-e-zucchine:63b7c39ffdf6a5d8,base:recipe:pranzo-leggero-con-merluzzo-pane-e-zucchine,"Pranzo leggero con merluzzo, pane e zucchine",0,1.6,no,[],fish,28.8,0.7676,0.0,0.0,0.0,no,bread,no,"[""albume"", ""merluzzo"", ""olio"", ""pane_bianco"", ""pane_integrale"", ""zucchina""]"
base:recipe-version:pranzo-leggero-con-merluzzo-riso-e-funghi:f54301d61167e559,base:recipe:pranzo-leggero-con-merluzzo-riso-e-funghi,"Pranzo leggero con merluzzo, riso e funghi",1,0.0,no,[],fish,28.8,1.0,0.0,0.0,0.0,no,rice,yes,"[""funghi"", ""merluzzo"", ""olio"", ""pane_bianco"", ""riso_integrale""]"
base:recipe-version:pranzo-leggero-con-merluzzo-riso-e-lattuga:f2fccd0b2d68ec98,base:recipe:pranzo-leggero-con-merluzzo-riso-e-lattuga,"Pranzo leggero con merluzzo, riso e lattuga",0,1.6,no,[],fish,28.8,0.7676,0.0,0.0,0.0,no,rice,yes,"[""albume"", ""lattuga"", ""merluzzo"", ""olio"", ""riso_integrale""]"
base:recipe-version:pranzo-leggero-con-merluzzo-riso-e-sedano-rapa:10f30b08e0580860,base:recipe:pranzo-leggero-con-merluzzo-riso-e-sedano-rapa,"Pranzo leggero con merluzzo, riso e sedano rapa",0,1.6,no,[],fish,28.8,0.7676,0.0,0.0,0.0,no,rice,yes,"[""albume"", ""merluzzo"", ""olio"", ""pane_bianco"", ""riso_integrale"", ""sedano_rapa""]"
base:recipe-version:pranzo-leggero-con-pollo-patate-e-bietole:51f53f0a48ab85d6,base:recipe:pranzo-leggero-con-pollo-patate-e-bietole,"Pranzo leggero con pollo, patate e bietole",0,1.6,no,[],poultry,25.3,0.7437,0.0,0.0,0.0,no,potato,no,"[""albume"", ""bietola"", ""olio"", ""pane_bianco"", ""patata"", ""pollo""]"
base:recipe-version:pranzo-leggero-con-pollo-patate-e-fagiolini:51b326d65f384f25,base:recipe:pranzo-leggero-con-pollo-patate-e-fagiolini,"Pranzo leggero con pollo, patate e fagiolini",0,1.6,no,[],poultry,25.3,0.7437,0.0,0.0,0.0,no,potato,no,"[""albume"", ""fagiolini"", ""olio"", ""pane_bianco"", ""patata"", ""pollo""]"
base:recipe-version:pranzo-leggero-con-pollo-patate-e-sedano-rapa:0b95dcb91da7b419,base:recipe:pranzo-leggero-con-pollo-patate-e-sedano-rapa,"Pranzo leggero con pollo, patate e sedano rapa",0,1.6,no,[],poultry,25.3,0.7437,0.0,0.0,0.0,no,potato,no,"[""albume"", ""olio"", ""patata"", ""pollo"", ""sedano_rapa""]"
base:recipe-version:pranzo-leggero-con-pollo-riso-e-cavolfiore:49e323aa10f63151,base:recipe:pranzo-leggero-con-pollo-riso-e-cavolfiore,"Pranzo leggero con pollo, riso e cavolfiore",0,1.6,no,[],poultry,25.3,0.7437,0.0,0.0,0.0,no,rice,yes,"[""albume"", ""cavolfiore"", ""olio"", ""pane_bianco"", ""pollo"", ""riso_basmati""]"
